,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,cabin_proper,multiple_cabin,family_memb_count,has_family,friends_count,has_friend,no_fam_friend,has_master_miss,age_grp
1631,782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,S,Dick,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,3
1647,175,0,1,"Smith, Mr. James Clinch",male,56,0,0,17764,30.6958,A7,C,Smith,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
1655,291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26,0,0,19877,78.85,not_assigned,S,Barber,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,TRUE,5
1667,742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S,Cavendish,TRUE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,6
1678,246,0,1,"Minahan, Dr. William Edward",male,44,2,0,19928,90,C78,Q,Minahan,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
1688,413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Q,Minahan,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,5
1700,225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38,1,0,19943,90,C93,S,Hoyt,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
1710,487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90,C93,S,Hoyt,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
1722,56,1,1,"Woolner, Mr. Hugh",male,41.992,0,0,19947,35.5,C52,S,Woolner,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
1731,28,0,1,"Fortune, Mr. Charles Alexander",male,19,3,2,19950,263,C23 C25 C27,S,Fortune,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,FALSE,4
1742,89,1,1,"Fortune, Miss. Mabel Helen",female,23,3,2,19950,263,C23 C25 C27,S,Fortune,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,TRUE,4
1753,342,1,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263,C23 C25 C27,S,Fortune,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,TRUE,4
1768,439,0,1,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S,Fortune,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,FALSE,8
1778,461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,Anderson,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
1788,823,0,1,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0,not_assigned,S,Reuchlin,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
1799,299,1,1,"Saalfeld, Mr. Adolphe",male,42.92266667,0,0,19988,30.5,C106,S,Saalfeld,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
1810,670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,42.74261905,1,0,19996,52,C126,S,Taylor,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
1822,713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,Taylor,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,7
1833,223,0,3,"Green, Mr. George Henry",male,51,0,0,21440,8.05,not_assigned,S,Green,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
1840,690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,Madill,TRUE,FALSE,1,FALSE,3,TRUE,FALSE,TRUE,3
1853,731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,S,Allen,TRUE,FALSE,1,FALSE,3,TRUE,FALSE,TRUE,5
1865,780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,Robert,TRUE,FALSE,1,FALSE,3,TRUE,FALSE,FALSE,6
1875,507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,not_assigned,S,Quick,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
1881,531,1,2,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,not_assigned,S,Quick,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,0
1898,237,0,2,"Hold, Mr. Stephen",male,44,1,0,26707,26,not_assigned,S,Hold,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
1913,631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,30,A23,S,Barkworth,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,10
1919,124,1,2,"Webber, Miss. Susan",female,32.5,0,0,27267,13,E101,S,Webber,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
1931,388,1,2,"Buss, Miss. Kate",female,36,0,0,27849,13,not_assigned,S,Buss,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,6
1940,862,0,2,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,not_assigned,S,Giles,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
1952,813,0,2,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,not_assigned,S,Slemen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
1964,796,0,2,"Otter, Mr. Richard",male,39,0,0,28213,13,not_assigned,S,Otter,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
1974,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,not_assigned,S,Drew,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
1985,419,0,2,"Matthews, Mr. William John",male,30,0,0,28228,13,not_assigned,S,Matthews,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
1998,398,0,2,"McKane, Mr. Peter David",male,46,0,0,28403,26,not_assigned,S,McKane,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,7
2009,583,0,2,"Downton, Mr. William James",male,54,0,0,28403,26,not_assigned,S,Downton,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,7
2017,192,0,2,"Carbines, Mr. William",male,19,0,0,28424,13,not_assigned,S,Carbines,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2028,734,0,2,"Berriman, Mr. William John",male,23,0,0,28425,13,not_assigned,S,Berriman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2041,328,1,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,S,Ball,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2051,406,0,2,"Gale, Mr. Shadrach",male,34,1,0,28664,21,not_assigned,S,Gale,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2061,239,0,2,"Pengelly, Mr. Frederick William",male,19,0,0,28665,10.5,not_assigned,S,Pengelly,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2075,318,0,2,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,not_assigned,S,Moraweck,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
2080,751,1,2,"Wells, Miss. Joan",female,4,1,1,29103,23,not_assigned,S,Wells,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,1
2094,530,0,2,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,not_assigned,S,Hocking,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2108,775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,not_assigned,S,Hocking,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
2112,408,1,2,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,not_assigned,S,Richards,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,0
2127,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,not_assigned,S,Richards,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,4
2134,832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,not_assigned,S,Richards,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,0
2148,758,0,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,not_assigned,S,Bailey,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
2162,671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,not_assigned,S,Brown,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
2175,685,0,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,not_assigned,S,Brown,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,8
2182,659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,not_assigned,S,Eitemiller,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2194,477,0,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,not_assigned,S,Renouf,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
2205,727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,not_assigned,S,Renouf,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
2216,620,0,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,not_assigned,S,Gavey,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2228,347,1,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,not_assigned,S,Smith,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,6
2234,446,1,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,S,Dodge,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,1
2249,718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,S,Troutt,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
2260,216,1,1,"Newell, Miss. Madeleine",female,31,1,0,35273,113.275,D36,C,Newell,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,5
2270,394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,C,Newell,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,4
2285,660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,C,Newell,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,8
2292,103,0,1,"White, Mr. Richard Frasar",male,21,0,1,35281,77.2875,D26,S,White,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,4
2306,125,0,1,"White, Mr. Percival Wayland",male,54,0,1,35281,77.2875,D26,S,White,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,7
2313,157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16,0,0,35851,7.7333,not_assigned,Q,Gilnagh,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,3
2324,698,1,3,"Mullens, Miss. Katherine ""Katie""",female,17.69035714,0,0,35852,7.7333,not_assigned,Q,Mullens,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,3
2336,469,0,3,"Scanlan, Mr. James",male,24.10698413,0,0,36209,7.725,not_assigned,Q,Scanlan,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2349,719,0,3,"McEvoy, Mr. Michael",male,35.655,0,0,36568,15.5,not_assigned,Q,McEvoy,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2358,704,0,3,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,not_assigned,Q,Gallagher,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2369,779,0,3,"Kilgannon, Mr. Thomas J",male,24.10698413,0,0,36865,7.7375,not_assigned,Q,Kilgannon,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2379,728,1,3,"Mannion, Miss. Margareth",female,17.69035714,0,0,36866,7.7375,not_assigned,Q,Mannion,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,3
2392,319,1,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,Wick,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,5
2404,857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,not_assigned,S,Wick,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
2416,497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,78.2667,D20,C,Eustis,TRUE,FALSE,1,FALSE,2,TRUE,FALSE,TRUE,7
2427,592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,C,Stephenson,TRUE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,7
2439,626,0,1,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,D50,S,Sutton,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
2449,516,0,1,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,S,Walker,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
2459,63,0,1,"Harris, Mr. Henry Birkhardt",male,45,1,0,36973,83.475,C83,S,Harris,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
2469,231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35,1,0,36973,83.475,C83,S,Harris,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
2479,625,0,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,not_assigned,S,Bowen,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,4
2491,736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,not_assigned,S,Williams,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,5
2502,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,30.35333333,1,0,65303,19.9667,not_assigned,S,Hagland,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2513,491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,30.35333333,1,0,65304,19.9667,not_assigned,S,Hagland,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2523,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,22.21604365,0,0,65306,8.1125,not_assigned,S,Johannesen-Bratthammer,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
2535,258,1,1,"Cherry, Miss. Gladys",female,30,0,0,110152,86.5,B77,S,Cherry,TRUE,FALSE,1,FALSE,3,TRUE,FALSE,TRUE,5
2544,505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,S,Maioni,TRUE,FALSE,1,FALSE,3,TRUE,FALSE,TRUE,3
2557,760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,Rothes,TRUE,FALSE,1,FALSE,3,TRUE,FALSE,FALSE,5
2570,263,0,1,"Taussig, Mr. Emil",male,52,1,1,110413,79.65,E67,S,Taussig,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,7
2580,559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,S,Taussig,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,6
2588,586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,S,Taussig,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,3
2603,111,0,1,"Porter, Mr. Walter Chamberlain",male,47,0,0,110465,52,C110,S,Porter,TRUE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,7
2613,476,0,1,"Clifford, Mr. George Quincy",male,42.98428571,0,0,110465,52,A14,S,Clifford,TRUE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,6
2623,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,S,Bjornstrom-Steffansson,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2637,367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,C,Warren,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
2648,171,0,1,"Van der hoef, Mr. Wyckoff",male,61,0,0,111240,33.5,B19,S,Van der hoef,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
2658,463,0,1,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,S,Gee,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
2665,330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,Hippach,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,3
2679,524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,B18,C,Hippach,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
2689,890,1,1,"Behr, Mr. Karl Howell",male,26,0,0,111369,30,C148,C,Behr,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2700,605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,26.55,not_assigned,C,Homer,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2712,508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,37.88939286,0,0,111427,26.55,not_assigned,S,Bradley,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2723,188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45,0,0,111428,26.55,not_assigned,S,Romaine,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2734,807,0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,S,Andrews,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2745,634,0,1,"Parr, Mr. William Henry Marsh",male,36.42833333,0,0,112052,0,not_assigned,S,Parr,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2754,888,1,1,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30,B42,S,Graham,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
2767,816,0,1,"Fry, Mr. Richard",male,39.68483333,0,0,112058,0,B102,S,Fry,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2778,264,0,1,"Harrison, Mr. William",male,40,0,0,112059,0,B94,S,Harrison,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2789,210,1,1,"Blank, Mr. Henry",male,40,0,0,112277,31,A31,C,Blank,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2800,767,0,1,"Brewe, Dr. Arthur Jackson",male,40.514,0,0,112379,39.6,not_assigned,C,Brewe,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2813,712,0,1,"Klaber, Mr. Herman",male,56.58740476,0,0,113028,26.55,C124,S,Klaber,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
2823,332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,Partner,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
2833,537,0,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,S,Butt,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
2843,453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,C,Foreman,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2856,858,1,1,"Daly, Mr. Peter Denis ",male,51,0,0,113055,26.55,E17,S,Daly,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
2867,285,0,1,"Smith, Mr. Richard William",male,48.04383333,0,0,113056,26,A19,S,Smith,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
2876,84,0,1,"Carrau, Mr. Francisco M",male,28,0,0,113059,47.1,not_assigned,S,Carrau,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2887,783,0,1,"Long, Mr. Milton Clyde",male,29,0,0,113501,30,D6,S,Long,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2898,378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C,Widener,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
2910,167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,43.30733333,0,1,113505,55,E33,S,Chibnall,TRUE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,6
2919,357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,S,Bowerman,TRUE,FALSE,1,FALSE,2,TRUE,FALSE,TRUE,4
2934,55,0,1,"Ostby, Mr. Engelhart Cornelius",male,65,0,1,113509,61.9792,B30,C,Ostby,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
2945,352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,60.23,0,0,113510,35,C128,S,Williams-Lambert,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
2956,253,0,1,"Stead, Mr. William Thomas",male,62,0,0,113514,26.55,C87,S,Stead,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
2965,62,1,1,"Icard, Miss. Amelie",female,38,0,0,113572,80,B28,,Icard,TRUE,FALSE,,FALSE,,FALSE,TRUE,TRUE,6
2978,830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80,B28,,Stone,TRUE,FALSE,,FALSE,,FALSE,TRUE,FALSE,8
2987,391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,Carter,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,FALSE,6
2994,436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,Carter,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,TRUE,2
3009,764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,S,Carter,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,FALSE,6
3016,803,1,1,"Carter, Master. William Thornton II",male,11,1,2,113760,120,B96 B98,S,Carter,FALSE,TRUE,4,TRUE,4,FALSE,FALSE,TRUE,2
3031,186,0,1,"Rood, Mr. Hugh Roscoe",male,44.2,0,0,113767,50,A32,S,Rood,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3040,749,0,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,S,Marvin,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
3051,152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22,1,0,113776,66.6,C2,S,Pears,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,4
3063,337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,S,Pears,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
3069,298,0,1,"Allison, Miss. Helen Loraine",female,2,1,2,113781,151.55,C22 C26,S,Allison,FALSE,TRUE,3,TRUE,4,FALSE,FALSE,TRUE,0
3080,306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,Allison,FALSE,TRUE,3,TRUE,4,FALSE,FALSE,TRUE,0
3095,499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,151.55,C22 C26,S,Allison,FALSE,TRUE,3,TRUE,4,FALSE,FALSE,FALSE,4
3106,709,1,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,not_assigned,S,Cleaver,FALSE,FALSE,1,FALSE,4,TRUE,FALSE,TRUE,4
3121,12,1,1,"Bonnell, Miss. Elizabeth",female,58,0,0,113783,26.55,C103,S,Bonnell,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,8
3130,340,0,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,35.5,T,S,Blackwell,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3142,450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,Peuchen,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
3153,493,0,1,"Molson, Mr. Harry Markland",male,55,0,0,113787,30.5,C30,S,Molson,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
3162,24,1,1,"Sloper, Mr. William Thompson",male,28,0,0,113788,35.5,A6,S,Sloper,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3174,36,0,1,"Holverson, Mr. Alexander Oskar",male,42,1,0,113789,52,not_assigned,S,Holverson,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
3184,384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,not_assigned,S,Holverson,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
3198,468,0,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,not_assigned,S,Smart,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
3206,448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,not_assigned,S,Seward,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3218,603,0,1,"Harrington, Mr. Charles H",male,38.3,0,0,113796,42.4,not_assigned,S,Harrington,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3230,271,0,1,"Cairns, Mr. Alexander",male,45.72366667,0,0,113798,31,not_assigned,S,Cairns,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
3239,843,1,1,"Serepeca, Miss. Augusta",female,30,0,0,113798,31,not_assigned,C,Serepeca,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
3253,695,0,1,"Weir, Col. John",male,60,0,0,113800,26.55,not_assigned,S,Weir,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
3261,4,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,35,1,0,113803,53.1,C123,S,Futrelle,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
3273,138,0,1,"Futrelle, Mr. Jacques Heath",male,37,1,0,113803,53.1,C123,S,Futrelle,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
3283,608,1,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,30.5,not_assigned,S,Daniel,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3294,725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,S,Chambers,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
3305,810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,E8,S,Chambers,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
